CODFILIAL;NUMPED;CNPJ_FORNECEDOR;FORNECEDOR;COD_CLIENTE;CNPJ_CLIENTE;CLIENTE;ESTADO;TOTAL_FATURADO;VALOR_DEVOLVIDO
1;1937006920;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;96730;96730,0;GLORIENE MAGALHAES COSTA;CE;4774,28;4774,28
5;525043082;30856;BRASTERAPICA INDUSTRIA FARM.LT;125638;125638,0;K R SILVA DROGARIA LTDA;MA;589,58;
1;610086158;792141;GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;104049;80564,0;COMERCIAL DE MEDICAMENTOS LIMA LTDA;CE;668,37;
9;2548000455;789423;KLEY HERTZ DISTRIBUIDORA LTDA;101479;101385,0;FARMACIAS NEOFARMA LTDA;PE;439,14;
1;1465027991;31305;LABORATORIO GLOBO LTDA;134891;134891,0;J R C SILVA E CIA LTDA;CE;886,04;
1;1809000129;789423;KLEY HERTZ DISTRIBUIDORA LTDA;118047;80670,0;CENTRAL POPULAR COMERCIAL DE MEDICAMENTOS LTDA;CE;1718,56;
1;326136296;793261;FARMAX DISTRIBUIDORA S.A;137424;137424,0;BRENA AUGUSTO ALENCAR LTDA;CE;324,44;
9;1450022743;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;103189;103189,0;MARCOS & JULIO MEDICAMENTOS LTDA;PE;5391,18;
1;2700000008;789423;KLEY HERTZ DISTRIBUIDORA LTDA;91577;88447,0;SILVA E MARTINS COMERCIO DE MEDICAMENTOS LTDA ME;CE;1348,12;
1;1993010890;794919;EMS S/A;98518;98518,0;BRAFARMA LTDA;CE;1067,01;
3;1045005601;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;130473;87995,0;SUPERMERCADO MORANGUINHO LTDA;CE;3091,68;
1;58064972;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);70718;70718,0;V LOPES COMERCIO E MEDICAMENTOS LTDA;CE;380,23;
1;1983015196;33928;GEOLAB IND FARMACEUTICA S/A;86926;86926,0;M L FERNANDES FL 04;CE;3710,12;
7;1466013926;32816;DKT DO BRASIL PROD.DE USO PESS (PRUDENCE);100202;4672,0;FARME BRITO LTDA;BA;44,28;
1;657044268;33928;GEOLAB IND FARMACEUTICA S/A;81217;81217,0;OLIVEIRA E CABRAL LTDA - ME;CE;447,6;
1;520037777;30791;LABORATORIO TEUTO BRASILEIRO S/A;137471;137471,0;J MOREIRA RODRIGUES;CE;2195,6;
1;1756020405;32280;THEODORO F SOBRAL E CIA LTDA;95474;95474,0;ANA PRISCILA OLIVEIRA FONTENELE;CE;4512,16;
1;1465027880;33928;GEOLAB IND FARMACEUTICA S/A;85277;85277,0;NERINEI NEVES RIOS;CE;6384,12;
3;2419002747;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;127264;20039,0;JA E IJ COMERCIO DE MEDICAMENTOS DO BRASIL LTDA;CE;1264,4;
1;58065081;47252;HYPERA S.A;91504;91504,0;FARMACIA MENOR PRECO PARAMBU;CE;490,48;
1;1117032098;793261;FARMAX DISTRIBUIDORA S.A;90266;90266,0;GLEYCIANE LUCIANO DE BARROS ME;CE;2596,34;
1;1116035868;794919;EMS S/A;119745;119745,0;MONTFARMA DROGARIA LTDA;CE;1035,45;
3;1298033859;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;90822;85007,0;FARMACIA GOTA MAIS LTDA FILIAL02;CE;4161,14;
2;2696001051;789603;SOFTYS BRASIL LTDA;56030;56081,0;TRIMARAM MEDICAMENTOS FILIAL;PI;252,9;
3;571015783;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;124882;90866,0;V E O COMERCIO DE PRODUTOS FARMACEUTICOS DO CEARA LTDA;CE;417,42;
3;14024356;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;85767;86926,0;M L FERNANDES FARMACIA FL 06;CE;1116,36;
1;89095615;53333;GERMED FARMACEUTICA LTDA;86237;86237,0;FARMACIA BEZERRA E LIMA LTDA;CE;946,29;
9;1142029387;789603;SOFTYS BRASIL LTDA;102520;102520,0;FARMACIA DOS ANJOS LTDA;PE;3255,4;
1;326136312;33057;NATULAB LABORATORIO LTDA;132243;132243,0;NOBRE PHARMA LTDA;CE;685,76;
3;1298033626;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;82597;85007,0;IMPERATRIZ COMERCIO DE MEDICAMENTOS LTDA EPP;CE;5836,42;
1;326136312;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;132243;132243,0;NOBRE PHARMA LTDA;CE;685,76;
7;1466014374;789603;SOFTYS BRASIL LTDA;4672;4672,0;FARME BRITO LTDA - EPP;BA;7154,56;
1;1983015277;2378;BELFAR LTDA;87195;80467,0;GUSTAVO SALES DE MOURA ME;CE;339,84;
7;1466014512;796144;BRACELL PAPEIS NORDESTE LTDA;123194;4672,0;FARME BRITO LTDA;BA;528,0;
1;1064024683;794919;EMS S/A;137273;137273,0;IVANA GLORIA ROCHA AGUIAR LTDA;CE;367,63;
1;2463000538;2378;BELFAR LTDA;88396;80576,0;FARMACIAS ALDESUL LTDA FL 11;CE;343,57;
1;1465028014;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;99002;89086,0;K S DE ARAUJO COMERCIO DE MEDICAMENTOS LTDA;CE;461,94;
1;1063032074;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;89941;89942,0;DROGARIA GOMES E PAIXAO LTDA;CE;1022,49;
1;477053404;47252;HYPERA S.A;132759;132759,0;DU FARMA LTDA;CE;875,29;
1;1993010957;796369;MYRALIS INDUSTRIA FARMACEUTICA LTDA;104260;104260,0;RODSON JAILSON LIRA SARAIVA ME;CE;603,56;
1;326136250;795348;FIBRAVITE INDUSTRIA DE COSMETICOS LTDA;137824;137824,0;EDER RODRIGUES DA SILVA;CE;56,77;
3;1298033845;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;129053;85007,0;DROGARIA ULTRAPOPULAR PARAIPABA LTDA;CE;1128,82;
1;1116035904;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);89278;88139,0;PAMPLONA E PINHO FARMACIA FIL;CE;918,34;
1;1064024788;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;91409;91409,0;ANTONIO SAMUEL F. RODRIGUES ME;CE;1458,54;
1;1102110364;30791;LABORATORIO TEUTO BRASILEIRO S/A;137700;137700,0;A T FERREIRA LTDA;CE;1201,19;
9;2554000288;789423;KLEY HERTZ DISTRIBUIDORA LTDA;101448;101446,0;FARMACIA SANTA ANA LTDA;PE;1144,77;
9;2554000265;789423;KLEY HERTZ DISTRIBUIDORA LTDA;101449;101446,0;FARMACIA SANTA ANA LTDA;PE;1813,51;
3;132029464;789603;SOFTYS BRASIL LTDA;126197;85941,0;EMPREENDIMENTOS FARMACEUTICOS GAMA LTDA;CE;908,1;
7;1466006785;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;123367;10663,0;ICL FARMACIA LTDA;BA;3328,0;
5;609038662;31267;MEDQUIMICA IND FARMACEUTICA S.;92869;92869,0;H S RODRIGUES E CIA LTDA ME;MA;1132,93;
3;1324008218;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;80806;80467,0;THALYNNE NOBREGA QUEIROGA FEIT;CE;3571,13;
7;7440014483;789423;KLEY HERTZ DISTRIBUIDORA LTDA;122134;10663,0;ICL FARMACIA LTDA;BA;1000,73;
5;2019010771;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);92842;92842,0;I C DE SOUSA FCIA ME;MA;737,83;
7;1259027163;47252;HYPERA S.A;11014;3843,0;FARMACIA ROCHA FIGUEIREDO LTDA;BA;389,4;
1;483087020;793261;FARMAX DISTRIBUIDORA S.A;81252;81252,0;FARM.ARAUJO LTDA;CE;3435,05;
1;1937006950;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;97506;89399,0;F R CAMPELO LIMA ME;CE;882,5;
3;1501004029;789112;MILI SA;89918;87708,0;FERNANDO RUFINO SOBRINHO E CIA LTDA;CE;737,82;
9;2492004044;47252;HYPERA S.A;120647;120647,0;SIRINHAEM MEDICAMENTOS LTDA;PE;16189,99;
1;2463000400;792141;GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;97634;80576,0;FARMACIA CAUCAIA LTDA ME FILIAL 2;CE;2140,53;
3;443041589;789603;SOFTYS BRASIL LTDA;134776;84005,0;BUENO EMPREENDIMENTOS FARMACEUTICOS LTDA;CE;622,8;
7;2685000497;789603;SOFTYS BRASIL LTDA;125849;7352,0;FARMACIA DO TRABALHADOR DO VALE EU LTDA;BA;2940,0;
2;363068600;47252;HYPERA S.A;62030;62030,0;J A MACEDO MELO LTDA;PI;903,75;
7;2405003585;792019;TORRENT DO BRASIL LTDA;136170;8159,0;FARMÁCIAS HIPER POPULAR LTDA;BA;220,99;
3;2363001609;789603;SOFTYS BRASIL LTDA;97494;97494,0;FARMACIA E DROGARIA ROMAO LTDA;CE;7112,3;
5;1956018496;793718;BIOLAB FARMA GENERICOS LTDA;92902;92902,0;DIANA MARCIA NASCIMENTO PERE;MA;294,02;
1;610085890;47252;HYPERA S.A;126707;97835,0;FONTENELE MEDICAMENTOS LTDA  EPP;CE;392,17;
3;890013756;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;92497;93179,0;COMERCIAL DE MEDICAMENTOS COMPLEXO PHARMA LTDA;CE;2835,47;
1;89095233;796144;BRACELL PAPEIS NORDESTE LTDA;136246;93179,0;COMERCIAL DE MEDICAMENTOS COMPLEXO PHARMA LTDA;CE;319,84;
1;1713000629;47252;HYPERA S.A;81189;81189,0;CLAUDIA GOMES ARAUJO ROLIM;CE;980,75;
3;816026798;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;87308;87308,0;PARENTE COMERCIAL DE MED LTDA;CE;1893,0;
2;2107014522;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;62243;62243,0;DROGATEL FARMACIA LTDA;PI;5198,23;
3;14024062;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;136359;81190,0;CONVIVA LEITE VIANA LTDA;CE;399,17;
1;1983014955;792019;TORRENT DO BRASIL LTDA;85767;86926,0;M L FERNANDES FARMACIA FL 06;CE;733,62;
5;1289024410;33928;GEOLAB IND FARMACEUTICA S/A;95839;95839,0;NEUZAFARMA PRODUTOS FARMACEUTICOS LTDA;MA;1375,29;
3;2190003339;789603;SOFTYS BRASIL LTDA;96621;96621,0;JOSE WILKER MARTINS DA SILVA;CE;4540,5;
7;2261012978;47252;HYPERA S.A;127066;5358,0;WEM - COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;BA;1403,33;
2;1137064128;53333;GERMED FARMACEUTICA LTDA;96346;96346,0;FARMACIA DROGAVIDA LTDA;PI;361,04;
7;2375008824;789603;SOFTYS BRASIL LTDA;135855;601,0;FARMACIAS DA ECONOMIA LTDA;BA;5062,98;
1;1937006962;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;81304;81304,0;FARMACIA CAMPELO LTDA;CE;777,37;
2;2199022111;31267;MEDQUIMICA IND FARMACEUTICA S.;95453;92331,0;ELLO DISTRIBUIDORA DE MEDICAMENTOS EIRELI;PI;3278,1;
7;1492015591;33057;NATULAB LABORATORIO LTDA;6865;6865,0;COMERCIAL FARMACEUTICO EDLUCIO SANTANA L;BA;522,47;
7;2405003575;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;4854;8159,0;FARMACIA STAR BEM LTDA;BA;427,75;
3;443041505;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;130887;93179,0;COMERCIAL DE MEDICAMENTOS COMPLEXO PHARMA LTDA;CE;6028,74;
3;1324008242;789603;SOFTYS BRASIL LTDA;120513;80467,0;F LUIS FEITOSA LTDA ME;CE;3098,95;
1;58064938;47252;HYPERA S.A;90386;80143,0;LUANA BARBOSA BOMFIM ME;CE;4336,79;
7;854011834;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;134263;128267,0;45.830.141 DANIELA RAYANE DOS SANTOS;BA;1562,88;
1;89095366;792141;GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;133558;90200,0;COMERCIO VAREJISTA DE P F S LTDA;CE;289,21;
9;1907012196;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;127453;121015,0;MATIAS E SILVA PRODUTOS FARMACEUTICOS LTDA;PE;1868,94;
7;1492015672;31267;MEDQUIMICA IND FARMACEUTICA S.;763;763,0;FARMACIA ALBEFER LTDA;BA;527,95;
7;2655000580;30083;LOLLY BABY PRODUTOS INFANTIS L;7057;7057,0;CERQUEIRA E SOUZA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;BA;627,78;
1;657044153;33928;GEOLAB IND FARMACEUTICA S/A;129801;104167,0;V SANTOS DAMASCENO;CE;1418,46;
1;657044153;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;129801;104167,0;V SANTOS DAMASCENO;CE;1418,46;
7;2655000585;795257;HERBALSAVE PRODUTOS NATURAIS E IMPORTACAO LTDA;98242;98242,0;DROGARIA HM POJUCA EIRELI;BA;2024,5;2024,5
7;1466013868;796144;BRACELL PAPEIS NORDESTE LTDA;4672;4672,0;FARME BRITO LTDA - EPP;BA;176,0;
1;483087057;794468;CELLERA CONSUMO LTDA (ES);98635;98635,0;SOS FARMA LTDA ME;CE;2185,74;
1;400293314;33057;NATULAB LABORATORIO LTDA;126620;126620,0;EMSM COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;CE;709,37;
1;483087102;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);124108;124108,0;EMILIA ABRANTES GONCALVES  ME;CE;1230,96;
1;483087102;2378;BELFAR LTDA;124108;124108,0;EMILIA ABRANTES GONCALVES  ME;CE;1230,96;
9;2146013755;33057;NATULAB LABORATORIO LTDA;103654;103654,0;NOGUEIRA FARMACIA BEM ESTAR LTDA;PE;873,39;
1;400293312;793667;LEBON PROD QUIM E FARMACEUTICOS LTDA EPP;123669;123669,0;FARMACIA FLUMINENSE C DE P FARMACEUTICOS LMN LTDA;CE;1692,65;
9;2541004882;793261;FARMAX DISTRIBUIDORA S.A;101205;102068,0;REDE IDEIA FARMA LTDA;PE;679,05;
9;1456016472;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;101204;102068,0;REDE IDEIA FARMA LTDA;PE;24523,57;
3;89095356;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;130998;127658,0;(TF) S A CRUZ COMERCIAL DE MEDICAMENTOS LTDA;CE;751,27;
9;2249004151;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;133718;133718,0;EVANUZIA CECILIA FRANCA DE SALES DUARTE BENTO;PE;3047,69;
1;2279004818;792019;TORRENT DO BRASIL LTDA;88002;88002,0;EMERSON LIMA BORGES ME;CE;113,56;
3;1384017550;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;135129;97346,0;J CAMPOS BOSFORD;CE;1906,36;
9;2557000406;789423;KLEY HERTZ DISTRIBUIDORA LTDA;127649;103330,0;F V COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS LTDA;PE;179,78;179,78
1;1937007008;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;90841;90841,0;ANTONIA CLAUDIA HOLANDA - ME;CE;735,47;
7;1466013858;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;98125;7528,0;RM E BORGES PRODUTOS FARMACEUTICOS LTDA;BA;50984,0;
9;2510008058;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;132580;101385,0;ARRUDA & AZEVEDO COMERCIO DE MEDICAMENTOS LTDA EPP;PE;352,3;
1;953054368;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;99574;99574,0;FARMA NEVES LTDA;CE;1856,44;
9;2510007988;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;122995;102104,0;LILIANE BARBOSA DE SOUZA FARMACIA ME;PE;4749,73;
1;1993010774;792019;TORRENT DO BRASIL LTDA;107573;107573,0;C C DE ALCANTARA LTDA;CE;1206,07;
9;1907012247;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;122934;100687,0;MARIA DA CONCEICAO DE MELO VARELA FARMACIA;PE;4065,83;
5;2577000486;32816;DKT DO BRASIL PROD.DE USO PESS (PRUDENCE);93814;93814,0;CELLA E CELLA DROGARIAS LTDA;MA;256,32;
1;483087123;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);134374;80565,0;FARMACIA MENESCAL LTDA;CE;1347,64;
7;1466013946;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;7826;4672,0;FARME BRITO LTDA;BA;752,0;
3;1298033656;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;97500;85007,0;FARMACIA GOTA MAIS LTDA FILIAL 11;CE;3860,58;
1;1465027997;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;80280;80280,0;MARIA INES DE FREITAS;CE;1051,3;
1;559030832;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;93752;93752,0;F NIKELLY PEREIRA DE ALMEIDA;CE;418,86;
1;1756020409;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;99908;99908,0;FARMACIA FONTENELE LTDA;CE;7234,44;
1;1937007046;30791;LABORATORIO TEUTO BRASILEIRO S/A;130207;130207,0;EMPREENDIMENTOS TKR LTDA;CE;401,38;
1;2463000523;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;88401;80576,0;FARMACIAS ALDESUL LTDA;CE;1236,26;
1;1993010890;794468;CELLERA CONSUMO LTDA (ES);98518;98518,0;BRAFARMA LTDA;CE;1067,01;
1;1993010875;33928;GEOLAB IND FARMACEUTICA S/A;107573;107573,0;C C DE ALCANTARA LTDA;CE;629,05;
1;58064991;37273;LEGRAND PHARMA IND FARM LTDA;92428;88631,0;MOISES FERNANDES E ESTELA MACLA MEDICAMENTOS LTDA;CE;670,92;
1;520037777;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;137471;137471,0;J MOREIRA RODRIGUES;CE;2195,6;
1;1075053287;47252;HYPERA S.A;136289;103931,0;VALEFARMA LAGOINHA LTDA;CE;3251,95;
1;285192668;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;93426;93426,0;JUA FARMA EIRELI;CE;963,58;
1;1756020396;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;50253;50253,0;PRISCILA FROTA E CIA LTDA;CE;2383,08;
3;1045005604;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;132096;87995,0;SUPERMERCADO MORANGUINHO LTDA;CE;2629,76;
1;477053567;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;135359;135359,0;EMPREENDIMENTOS LOPES LTDA;CE;188,83;
1;483087359;33928;GEOLAB IND FARMACEUTICA S/A;124120;88717,0;C E D COMERCIAL LTDA;CE;3287,67;
3;1384017588;789603;SOFTYS BRASIL LTDA;130759;130759,0;D M G COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;CE;7747,08;
1;1116035865;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;80873;80873,0;MARIA MOREIRA SOUZA MEDICAMENT;CE;2977,07;
1;131069586;31267;MEDQUIMICA IND FARMACEUTICA S.;124166;124166,0;FARMACIA AMIGA DO TRABALHADOR BURITI LTDA  EPP;CE;1166,4;
1;131069567;794468;CELLERA CONSUMO LTDA (ES);47309;47309,0;H S DE SOUZA MEDICAMENTOS LTDA;CE;1787,62;
1;1075053448;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);120588;92311,0;A C DA FONSECA REGIS MENDES CONRADO LTDA;CE;575,35;
1;89095637;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);131455;129511,0;REALPHARMA LTDA*;CE;7552,72;
1;530089153;47252;HYPERA S.A;131129;85007,0;DROGARIA ULTRAPOPULAR AQUIRAZ LTDA;CE;145,73;
9;2394004170;789603;SOFTYS BRASIL LTDA;128032;128032,0;FARMACIA SIQUEIRA LTDA;PE;543,51;
3;443041840;789603;SOFTYS BRASIL LTDA;89941;89942,0;DROGARIA GOMES E PAIXAO LTDA;CE;1816,2;
9;2276010733;793261;FARMAX DISTRIBUIDORA S.A;128162;128162,0;J DO N SILVA FARMACIA;PE;2246,18;
1;610086346;791209;HIDROLIGHT DO BRASIL S.A;80564;80564,0;FARMACIA SOLONOPOLES LTDA;CE;3403,68;
1;2651001560;796369;MYRALIS INDUSTRIA FARMACEUTICA LTDA;137303;95212,0;LUIS GUSTAVO SANTOS BARROS;CE;565,92;
2;2576004589;789603;SOFTYS BRASIL LTDA;130200;97011,0;AMÉRICA MEDICAMENTOS E CORRELATOS LTDA;PI;11763,33;
1;483087417;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);128293;128293,0;EMANUELY DE JESUS QUEIROZ ME;CE;1413,48;
7;2655000612;30083;LOLLY BABY PRODUTOS INFANTIS L;10809;7057,0;SOUZA MELO COMERCIO DE PRODUTOS FARMACEU;BA;607,3;
2;429027631;33766;CIFARMA CIENTIFICA FARMACEUTICA LTDA;118828;118828,0;ERIC NICOLAS CASTRO SILVA & CIA LTDA;PI;2642,47;
3;1518017269;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;89397;89397,0;M C CARVALHO COMERCIO FARMACEUTICO LTDA ME;CE;10553,76;
3;441023357;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;126707;97835,0;FONTENELE MEDICAMENTOS LTDA  EPP;CE;630,87;
1;1937006861;37273;LEGRAND PHARMA IND FARM LTDA;80753;80753,0;NUNES BOTAO MEDICAMENTOS LTDA ME;CE;521,46;
1;1117031773;791794;CREMER S.A;135658;135658,0;J WAGNER MEDICAMENTOS LTDA;CE;2006,47;
9;1907012119;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;128893;103450,0;FARMA 7 DROGARIA LTDA;PE;5265,22;
2;535049795;31267;MEDQUIMICA IND FARMACEUTICA S.;132414;132414,0;FARMACIA SAO BENEDITO PARNAGUA LTDA;PI;547,21;
2;2199021950;33928;GEOLAB IND FARMACEUTICA S/A;54739;54739,0;C R SILVA FARMACIA MEE;PI;377,38;
3;1501004000;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;131290;91778,0;JESUS ALVES BITU NETO E CIA LTDA;CE;1268,48;
1;131069247;2378;BELFAR LTDA;132411;131268,0;FRANCISCA ADRIANA VIEIRA ROCHA LTDA;CE;333,11;
2;535049747;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;125766;125766,0;LUSTOSA & CAMPELO LTDA;PI;3213,83;
3;441023367;790595;SC JOHNSON LTDA;97835;97835,0;FARMACIA CENTER POPULAR LTDA  EPP;CE;704,28;
9;2402003579;789603;SOFTYS BRASIL LTDA;100604;100933,0;THEOS PHARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;PE;51949,36;
9;1907012039;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;101606;121015,0;ARTUR PAULO SERVICOS FARMACEUTICOS LTDA;PE;4058,33;
1;6292058119;796144;BRACELL PAPEIS NORDESTE LTDA;20039;20039,0;JA E IJ COMERCIO DE MEDICAMENTOS DO BRASIL LTDA;CE;1119,44;
5;2019010771;31267;MEDQUIMICA IND FARMACEUTICA S.;92842;92842,0;I C DE SOUSA FCIA ME;MA;737,83;
5;1956018428;789204;MEDIX BRASIL PROD HOSPIT E ODONTOLOGICOS LTDA;97760;97760,0;JENIVALDO VIEIRA DA SILVA EIRELI;MA;1512,97;
9;1871013566;793247;NATIVITA INDUSTRIA E COMERCIO LTDA;102642;101677,0;MIRANDIBA MEDICAMENTOS LTDA LTDA;PE;584,37;
1;6292058265;47252;HYPERA S.A;127264;20039,0;JA E IJ COMERCIO DE MEDICAMENTOS DO BRASIL LTDA;CE;2941,26;
5;2019010771;53333;GERMED FARMACEUTICA LTDA;92842;92842,0;I C DE SOUSA FCIA ME;MA;737,83;
5;7670033987;31267;MEDQUIMICA IND FARMACEUTICA S.;93734;93734,0;A M M MAGALHAES COMERCIO DE PRODUTOS FARMACEUTICOS;MA;4282,85;
1;1983015105;791794;CREMER S.A;87195;80467,0;GUSTAVO SALES DE MOURA ME;CE;1902,92;
1;4510173212;47252;HYPERA S.A;130510;120414,0;FARMACIA REDENCAO LIBERDADE LTDA;CE;2685,49;
1;42119556;793261;FARMAX DISTRIBUIDORA S.A;121584;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;1036,54;
1;1937006896;792141;GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;81304;81304,0;FARMACIA CAMPELO LTDA;CE;977,56;
1;1937006896;795348;FIBRAVITE INDUSTRIA DE COSMETICOS LTDA;81304;81304,0;FARMACIA CAMPELO LTDA;CE;977,56;
3;2190003346;789603;SOFTYS BRASIL LTDA;97345;97345,0;M S MARTINS;CE;1009,0;
9;2146013646;47252;HYPERA S.A;134861;134861,0;JOAO PEDRO DA SILVA CAPISTRANO;PE;1382,66;
5;2582001071;789423;KLEY HERTZ DISTRIBUIDORA LTDA;125546;92798,0;MANIFARMA PROD FARMACEUTICOS LTDA;MA;1468,43;
2;675023616;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;95844;95844,0;J VICTOR DOS SANTOS;PI;1496,46;
3;890013873;139553;CCM IND E COM DE PROD DESCART S/A - DINNO/PLENTY;92029;84005,0;BUENO EMPREENDIMENTOS FARMACEUT FILIAL 02;CE;1331,64;
3;5950013947;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;104049;80564,0;COMERCIAL DE MEDICAMENTOS LIMA LTDA;CE;2999,73;
1;657044097;31267;MEDQUIMICA IND FARMACEUTICA S.;129801;104167,0;V SANTOS DAMASCENO;CE;1409,76;
1;326135856;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);137424;137424,0;BRENA AUGUSTO ALENCAR LTDA;CE;447,5;
7;1259027213;47252;HYPERA S.A;3841;3843,0;DROGARIA SILVA ROCHA LTDA LJ 02;BA;5621,41;
3;1298033158;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;90600;85007,0;FARMANOSSA COMERCIO DE MEDICAMENTOS LTDA ME;CE;7774,43;
1;953054108;31267;MEDQUIMICA IND FARMACEUTICA S.;136121;96743,0;COMERCIO DE MEDICAMENTOS JOSE WALTER LTDA;CE;4262,91;
9;2550000682;789423;KLEY HERTZ DISTRIBUIDORA LTDA;79328;79328,0;SOSUCESSO DE MEDICAMENTOS LTDA;PE;1506,66;
1;2279004728;794919;EMS S/A;81169;81169,0;DROGA SILVA LTDA ME;CE;1070,96;
9;2557000357;789423;KLEY HERTZ DISTRIBUIDORA LTDA;125736;103450,0;FARMA SHOPPING LTDA;PE;830,49;
1;131069391;31267;MEDQUIMICA IND FARMACEUTICA S.;89610;89610,0;M DE OLIVEIRA SILVA COMERCIO DE MEDICAMENTOS LTDA ME;CE;2735,72;
9;2510007913;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;101357;100839,0;A B S ARAGAO & CIA LTDA;PE;2156,98;
5;7670033963;31267;MEDQUIMICA IND FARMACEUTICA S.;131498;92972,0;POPULAR FARMA LTDA;MA;1531,17;
4;2639000533;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;92940;92940,0;W DA S NASCIMENTO ME;MA;12249,18;
2;2185005424;789603;SOFTYS BRASIL LTDA;96697;96697,0;DROGARIA SÃO JOSE LTDA;PI;1069,87;
